time,x,y,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.300946,0.8953125,0.89921875,0.0007669903939427069,-0.5506991028508635,-0.0007669903939427069,0.7524175764577954,-0.0003834951969713534,1.2582477412630106,0.0023009711818281204,95.62398529052734,0.002684466378799474,-0.553383569229663,-0.0030679615757708274,0.7528010716547668,0.002684466378799474,1.2540292940963258,-0.002684466378799474,95.61688232421875
0.301033,0.8953125,0.89921875,0.0007669903939427069,-0.5506991028508635,-0.0007669903939427069,0.7524175764577954,-0.0003834951969713534,1.2582477412630106,0.0023009711818281204,95.62398529052734,0.002684466378799474,-0.553383569229663,-0.0030679615757708274,0.7528010716547668,0.002684466378799474,1.2540292940963258,-0.002684466378799474,95.61688232421875
0.311099,0.8953125,0.89921875,0.0007669903939427069,-0.5499321124569209,-0.0007669903939427069,0.7524175764577954,0.0,1.2590147316569533,0.0019174759848567672,95.62398529052734,0.0030679615757708274,-0.5530000740326917,-0.002684466378799474,0.7524175764577954,0.0019174759848567672,1.2547962844902685,-0.0030679615757708274,95.61688232421875
0.321120,0.8953125,0.89921875,0.0011504855909140602,-0.5506991028508635,-0.0003834951969713534,0.7528010716547668,-0.0011504855909140602,1.2586312364599819,0.0015339807878854137,95.62398529052734,0.0019174759848567672,-0.553383569229663,-0.0023009711818281204,0.7524175764577954,0.0023009711818281204,1.2540292940963258,-0.003451456772742181,95.61688232421875
0.331134,0.8953125,0.89921875,0.0007669903939427069,-0.5506991028508635,-0.0007669903939427069,0.7516505860638527,0.0,1.2590147316569533,0.0015339807878854137,95.62398529052734,0.0011504855909140602,-0.553383569229663,-0.0023009711818281204,0.752034081260824,0.002684466378799474,1.254412789293297,-0.003451456772742181,95.61688232421875
0.341116,0.8953125,0.89921875,0.0007669903939427069,-0.5499321124569209,-0.0007669903939427069,0.7524175764577954,-0.0003834951969713534,1.2582477412630106,0.0015339807878854137,95.62398529052734,0.0019174759848567672,-0.553383569229663,-0.002684466378799474,0.7524175764577954,0.002684466378799474,1.2536457988993543,-0.002684466378799474,95.61688232421875
0.351125,0.8953125,0.89921875,0.0011504855909140602,-0.5495486172599495,-0.0007669903939427069,0.7531845668517382,-0.0003834951969713534,1.259781722050896,0.0023009711818281204,95.62398529052734,0.0019174759848567672,-0.553383569229663,-0.0030679615757708274,0.7531845668517382,0.002684466378799474,1.2540292940963258,-0.002684466378799474,95.61688232421875
0.361117,0.8953125,0.89921875,0.0007669903939427069,-0.5499321124569209,-0.0003834951969713534,0.752034081260824,0.0,1.2586312364599819,0.0019174759848567672,95.62398529052734,0.0023009711818281204,-0.5530000740326917,-0.0030679615757708274,0.7528010716547668,0.0019174759848567672,1.2536457988993543,-0.002684466378799474,95.61688232421875
0.371124,0.8953125,0.89921875,0.0011504855909140602,-0.5506991028508635,-0.0003834951969713534,0.7528010716547668,0.0,1.2593982268539248,0.0023009711818281204,95.62398529052734,0.002684466378799474,-0.5530000740326917,-0.0030679615757708274,0.7528010716547668,0.002684466378799474,1.2536457988993543,-0.002684466378799474,95.61688232421875
0.381117,0.8953125,0.89921875,0.0003834951969713534,-0.5499321124569209,-0.0011504855909140602,0.7524175764577954,-0.0003834951969713534,1.2586312364599819,0.0023009711818281204,95.62398529052734,0.0007669903939427069,-0.5537670644266344,-0.0030679615757708274,0.7524175764577954,0.0019174759848567672,1.2540292940963258,-0.0038349519697135344,95.61688232421875
0.391117,0.8953125,0.89921875,0.0011504855909140602,-0.5503156076538922,-0.0003834951969713534,0.7516505860638527,0.0,1.2586312364599819,0.0015339807878854137,95.62398529052734,0.0023009711818281204,-0.5537670644266344,-0.0030679615757708274,0.7531845668517382,0.0030679615757708274,1.2536457988993543,-0.0030679615757708274,95.61688232421875
0.401131,0.8953125,0.89921875,0.0007669903939427069,-0.5503156076538922,-0.0007669903939427069,0.7528010716547668,-0.0003834951969713534,1.2586312364599819,0.0019174759848567672,95.62398529052734,0.0023009711818281204,-0.5537670644266344,-0.002684466378799474,0.7524175764577954,0.002684466378799474,1.254412789293297,-0.0030679615757708274,95.61688232421875
0.411139,0.8953125,0.89921875,0.0007669903939427069,-0.5499321124569209,-0.0011504855909140602,0.7516505860638527,-0.0003834951969713534,1.2593982268539248,0.0019174759848567672,95.62398529052734,0.002684466378799474,-0.5537670644266344,-0.0030679615757708274,0.752034081260824,0.0023009711818281204,1.254412789293297,-0.003451456772742181,95.61688232421875
0.421115,0.8953125,0.89921875,0.0011504855909140602,-0.5506991028508635,-0.0003834951969713534,0.7524175764577954,0.0,1.2586312364599819,0.002684466378799474,95.62398529052734,0.0023009711818281204,-0.553383569229663,-0.0030679615757708274,0.752034081260824,0.0023009711818281204,1.254412789293297,-0.002684466378799474,95.61688232421875
0.431143,0.8953125,0.89921875,0.0015339807878854137,-0.5499321124569209,-0.0007669903939427069,0.7528010716547668,-0.0003834951969713534,1.259781722050896,0.002684466378799474,95.62398529052734,0.002684466378799474,-0.5537670644266344,-0.002684466378799474,0.7528010716547668,0.0023009711818281204,1.2532623037023831,-0.0038349519697135344,95.61688232421875
0.441128,0.8953125,0.89921875,0.0011504855909140602,-0.5503156076538922,-0.0003834951969713534,0.752034081260824,-0.0003834951969713534,1.2586312364599819,0.0011504855909140602,95.62398529052734,0.0030679615757708274,-0.553383569229663,-0.0023009711818281204,0.7528010716547668,0.002684466378799474,1.2540292940963258,-0.0030679615757708274,95.61688232421875
0.451108,0.8953125,0.89921875,0.0011504855909140602,-0.5506991028508635,-0.0007669903939427069,0.7524175764577954,0.0,1.2590147316569533,0.0019174759848567672,95.62398529052734,0.002684466378799474,-0.553383569229663,-0.0030679615757708274,0.7524175764577954,0.002684466378799474,1.2540292940963258,-0.003451456772742181,95.61688232421875
0.461135,0.8953125,0.89921875,0.0007669903939427069,-0.5503156076538922,-0.0007669903939427069,0.752034081260824,0.0,1.2590147316569533,0.0019174759848567672,95.62398529052734,0.0023009711818281204,-0.5541505596236057,-0.003451456772742181,0.7524175764577954,0.0023009711818281204,1.2540292940963258,-0.003451456772742181,95.61688232421875
0.471134,0.8953125,0.89921875,0.0007669903939427069,-0.5503156076538922,-0.0011504855909140602,0.752034081260824,0.0,1.2590147316569533,0.002684466378799474,95.62398529052734,0.002684466378799474,-0.5537670644266344,-0.003451456772742181,0.7524175764577954,0.002684466378799474,1.254412789293297,-0.002684466378799474,95.61688232421875
0.481118,0.8953125,0.89921875,0.0007669903939427069,-0.5499321124569209,-0.0011504855909140602,0.7524175764577954,-0.0003834951969713534,1.2586312364599819,0.0019174759848567672,95.62398529052734,0.0023009711818281204,-0.5537670644266344,-0.0038349519697135344,0.7516505860638527,0.002684466378799474,1.2540292940963258,-0.0030679615757708274,95.61688232421875
0.491118,0.8953125,0.89921875,0.0015339807878854137,-0.5499321124569209,-0.0011504855909140602,0.752034081260824,-0.0003834951969713534,1.2590147316569533,0.0015339807878854137,95.62398529052734,0.0011504855909140602,-0.5541505596236057,-0.0038349519697135344,0.7524175764577954,0.002684466378799474,1.2532623037023831,-0.003451456772742181,95.61688232421875
0.501115,0.8953125,0.89921875,0.0003834951969713534,-0.5503156076538922,-0.0007669903939427069,0.7524175764577954,0.0003834951969713534,1.2582477412630106,0.0019174759848567672,95.62398529052734,0.0019174759848567672,-0.5530000740326917,-0.003451456772742181,0.7524175764577954,0.0023009711818281204,1.2540292940963258,-0.0030679615757708274,95.61688232421875
0.511126,0.8953125,0.89921875,0.0015339807878854137,-0.5499321124569209,-0.0007669903939427069,0.752034081260824,-0.0003834951969713534,1.2586312364599819,0.0011504855909140602,95.62398529052734,0.0019174759848567672,-0.5541505596236057,-0.0030679615757708274,0.7528010716547668,0.0023009711818281204,1.254412789293297,-0.0030679615757708274,95.61688232421875
0.521123,0.8953125,0.89921875,0.0003834951969713534,-0.5503156076538922,-0.0007669903939427069,0.7524175764577954,0.0,1.2590147316569533,0.0019174759848567672,95.62398529052734,0.0019174759848567672,-0.5537670644266344,-0.0030679615757708274,0.7524175764577954,0.0023009711818281204,1.254412789293297,-0.003451456772742181,95.61688232421875
0.531112,0.8953125,0.89921875,0.0011504855909140602,-0.5510825980478349,-0.0015339807878854137,0.7524175764577954,-0.0003834951969713534,1.2586312364599819,0.0023009711818281204,95.62398529052734,0.002684466378799474,-0.5530000740326917,-0.002684466378799474,0.752034081260824,0.002684466378799474,1.2540292940963258,-0.0030679615757708274,95.61688232421875
0.541130,0.8953125,0.89921875,0.0011504855909140602,-0.5503156076538922,-0.0007669903939427069,0.752034081260824,0.0,1.2593982268539248,0.0023009711818281204,95.62398529052734,0.002684466378799474,-0.553383569229663,-0.0030679615757708274,0.7531845668517382,0.0023009711818281204,1.2532623037023831,-0.003451456772742181,95.61688232421875
0.551107,0.8953125,0.89921875,0.0011504855909140602,-0.5499321124569209,-0.0007669903939427069,0.752034081260824,-0.0003834951969713534,1.2590147316569533,0.0019174759848567672,95.62398529052734,0.0019174759848567672,-0.553383569229663,-0.003451456772742181,0.7528010716547668,0.0030679615757708274,1.2540292940963258,-0.0030679615757708274,95.61688232421875
0.561116,0.8953125,0.89921875,0.0011504855909140602,-0.5499321124569209,0.0,0.7524175764577954,0.0,1.2586312364599819,0.0023009711818281204,95.62398529052734,0.0019174759848567672,-0.5537670644266344,-0.0023009711818281204,0.752034081260824,0.002684466378799474,1.2532623037023831,-0.003451456772742181,95.61688232421875
0.571116,0.8953125,0.89921875,0.0003834951969713534,-0.5499321124569209,-0.0011504855909140602,0.7524175764577954,0.0,1.2590147316569533,0.002684466378799474,95.62398529052734,0.0019174759848567672,-0.553383569229663,-0.0019174759848567672,0.7524175764577954,0.0023009711818281204,1.2540292940963258,-0.003451456772742181,95.61688232421875
0.581237,0.8953125,0.89921875,0.0007669903939427069,-0.5506991028508635,-0.0007669903939427069,0.752034081260824,-0.0003834951969713534,1.2582477412630106,0.0019174759848567672,95.62398529052734,0.0030679615757708274,-0.5537670644266344,-0.002684466378799474,0.7528010716547668,0.002684466378799474,1.254412789293297,-0.0030679615757708274,95.61688232421875
0.591121,0.8953125,0.89921875,0.0007669903939427069,-0.5506991028508635,-0.0007669903939427069,0.7528010716547668,0.0,1.2586312364599819,0.0019174759848567672,95.62398529052734,0.0023009711818281204,-0.553383569229663,-0.0030679615757708274,0.752034081260824,0.0023009711818281204,1.2536457988993543,-0.003451456772742181,95.61688232421875
0.601116,0.8953125,0.89921875,0.0015339807878854137,-0.5506991028508635,-0.0007669903939427069,0.7528010716547668,-0.0003834951969713534,1.2590147316569533,0.0019174759848567672,95.62398529052734,0.0023009711818281204,-0.5530000740326917,-0.0023009711818281204,0.7528010716547668,0.002684466378799474,1.2536457988993543,-0.002684466378799474,95.61688232421875
0.611111,0.8953125,0.89921875,0.0011504855909140602,-0.5503156076538922,-0.0011504855909140602,0.7528010716547668,0.0003834951969713534,1.2590147316569533,0.0019174759848567672,95.62398529052734,0.0019174759848567672,-0.5537670644266344,-0.0030679615757708274,0.7524175764577954,0.0023009711818281204,1.2536457988993543,-0.0030679615757708274,95.61688232421875
0.621131,0.8953125,0.89921875,0.0007669903939427069,-0.5495486172599495,-0.0007669903939427069,0.752034081260824,0.0003834951969713534,1.2590147316569533,0.0015339807878854137,95.62398529052734,0.0019174759848567672,-0.5537670644266344,-0.0030679615757708274,0.7531845668517382,0.0019174759848567672,1.2540292940963258,-0.003451456772742181,95.61688232421875
0.631114,0.8953125,0.89921875,0.0007669903939427069,-0.5495486172599495,-0.0007669903939427069,0.752034081260824,-0.0003834951969713534,1.2590147316569533,0.0015339807878854137,95.62398529052734,0.002684466378799474,-0.553383569229663,-0.004218447166684887,0.7528010716547668,0.0019174759848567672,1.2540292940963258,-0.002684466378799474,95.61688232421875
0.641267,0.8953125,0.89921875,0.0007669903939427069,-0.5499321124569209,-0.0003834951969713534,0.752034081260824,0.0,1.2590147316569533,0.0019174759848567672,95.62398529052734,0.002684466378799474,-0.553383569229663,-0.003451456772742181,0.7528010716547668,0.002684466378799474,1.254412789293297,-0.003451456772742181,95.61688232421875
0.651110,0.8953125,0.89921875,0.0011504855909140602,-0.5495486172599495,-0.0007669903939427069,0.752034081260824,-0.0011504855909140602,1.2590147316569533,0.0019174759848567672,95.62398529052734,0.0030679615757708274,-0.5526165788357204,-0.003451456772742181,0.7528010716547668,0.0023009711818281204,1.2540292940963258,-0.003451456772742181,95.61688232421875
0.661112,0.8953125,0.89921875,0.0011504855909140602,-0.5499321124569209,-0.0011504855909140602,0.7531845668517382,0.0,1.2586312364599819,0.0019174759848567672,95.62398529052734,0.0023009711818281204,-0.553383569229663,-0.0030679615757708274,0.7528010716547668,0.002684466378799474,1.2540292940963258,-0.0030679615757708274,95.61688232421875
0.671109,0.8953125,0.89921875,0.0007669903939427069,-0.5499321124569209,-0.0003834951969713534,0.752034081260824,0.0,1.2586312364599819,0.0011504855909140602,95.62398529052734,0.0019174759848567672,-0.553383569229663,-0.002684466378799474,0.7516505860638527,0.002684466378799474,1.2532623037023831,-0.0030679615757708274,95.61688232421875
0.681112,0.8953125,0.89921875,0.0011504855909140602,-0.5506991028508635,-0.0007669903939427069,0.752034081260824,0.0,1.2593982268539248,0.0015339807878854137,95.62398529052734,0.002684466378799474,-0.553383569229663,-0.004218447166684887,0.752034081260824,0.002684466378799474,1.2540292940963258,-0.003451456772742181,95.61688232421875
0.691111,0.8953125,0.89921875,0.0007669903939427069,-0.5499321124569209,-0.0011504855909140602,0.7524175764577954,0.0,1.2601652172478675,0.0015339807878854137,95.62398529052734,0.0023009711818281204,-0.553383569229663,-0.003451456772742181,0.7528010716547668,0.0023009711818281204,1.2540292940963258,-0.0030679615757708274,95.61688232421875
0.701118,0.8953125,0.89921875,0.0011504855909140602,-0.5499321124569209,-0.0007669903939427069,0.7524175764577954,0.0,1.2590147316569533,0.0015339807878854137,95.62398529052734,0.0023009711818281204,-0.553383569229663,-0.003451456772742181,0.7528010716547668,0.0023009711818281204,1.254412789293297,-0.0030679615757708274,95.61688232421875
0.711114,0.8953125,0.89921875,0.0007669903939427069,-0.5499321124569209,-0.0015339807878854137,0.7524175764577954,0.0003834951969713534,1.2590147316569533,0.0019174759848567672,95.62398529052734,0.002684466378799474,-0.5537670644266344,-0.003451456772742181,0.7524175764577954,0.0023009711818281204,1.254412789293297,-0.0030679615757708274,95.61688232421875
0.721117,0.8953125,0.89921875,0.0011504855909140602,-0.5506991028508635,-0.0003834951969713534,0.752034081260824,-0.0003834951969713534,1.2590147316569533,0.0015339807878854137,95.62398529052734,0.002684466378799474,-0.553383569229663,-0.002684466378799474,0.7528010716547668,0.0019174759848567672,1.2536457988993543,-0.0030679615757708274,95.61688232421875
0.731115,0.8953125,0.89921875,0.0011504855909140602,-0.5491651220629781,-0.0011504855909140602,0.752034081260824,0.0,1.2586312364599819,0.0019174759848567672,95.62398529052734,0.0019174759848567672,-0.553383569229663,-0.0038349519697135344,0.7528010716547668,0.002684466378799474,1.254412789293297,-0.0030679615757708274,95.61688232421875
0.741116,0.8953125,0.89921875,0.0011504855909140602,-0.5499321124569209,-0.0011504855909140602,0.7516505860638527,0.0,1.2586312364599819,0.0015339807878854137,95.62398529052734,0.0030679615757708274,-0.553383569229663,-0.0038349519697135344,0.752034081260824,0.002684466378799474,1.2536457988993543,-0.003451456772742181,95.61688232421875
0.751130,0.8953125,0.89921875,0.0011504855909140602,-0.5503156076538922,-0.0007669903939427069,0.7524175764577954,0.0,1.259781722050896,0.0015339807878854137,95.62398529052734,0.0030679615757708274,-0.5537670644266344,-0.0038349519697135344,0.752034081260824,0.0030679615757708274,1.2536457988993543,-0.003451456772742181,95.61688232421875
0.761118,0.8953125,0.89921875,0.0011504855909140602,-0.5510825980478349,-0.0007669903939427069,0.752034081260824,-0.0011504855909140602,1.2590147316569533,0.0019174759848567672,95.62398529052734,0.002684466378799474,-0.5541505596236057,-0.0030679615757708274,0.7524175764577954,0.0030679615757708274,1.2540292940963258,-0.0038349519697135344,95.61688232421875
0.771115,0.8953125,0.89921875,0.0011504855909140602,-0.5495486172599495,-0.0007669903939427069,0.752034081260824,-0.0011504855909140602,1.2590147316569533,0.0011504855909140602,95.62398529052734,0.0019174759848567672,-0.5541505596236057,-0.002684466378799474,0.7528010716547668,0.0030679615757708274,1.2536457988993543,-0.003451456772742181,95.61688232421875
